Plot,Treatment,Subplot,Date,Year,Month,Exposure,Focus,Openness
CTE,B3,s2,8/6/2021,2021,8,EV-2,M,0.068459407
CTE,B3,s2,8/6/2021,2021,8,EV-4,M,0.028587136
CTE,B3,s2,8/6/2021,2021,8,EV0,M,0.225382601
CTE,B3,S3,10/26/2017,2017,10,EV-2,AF,0.371825218
CTE,B3,S3,10/26/2017,2017,10,EV-4,AF,0.299012686
CTE,B3,S3,10/26/2017,2017,10,EV0,AF,0.543810191
CTE,B3,s3,8/6/2021,2021,8,EV-2,AF,0.06557912
CTE,B3,s3,8/6/2021,2021,8,EV-4,AF,0.036314684
CTE,B3,s3,8/6/2021,2021,8,EV0,AF,0.169504353
CTE,B3,S4,10/26/2017,2017,10,EV-2,AF,0.2339366
CTE,B3,S4,10/26/2017,2017,10,EV-4,AF,0.182331563
CTE,B3,S4,10/26/2017,2017,10,EV0,AF,0.359711183
CTE,B3,s4,8/6/2021,2021,8,EV-2,AF,0.057940614
CTE,B3,s4,8/6/2021,2021,8,EV-4,AF,0.035487851
CTE,B3,s4,8/6/2021,2021,8,EV0,AF,0.121735396
CTE,B3,S5,10/26/2017,2017,10,EV-2,AF,0.484248373
CTE,B3,S5,10/26/2017,2017,10,EV-4,AF,0.385435293
CTE,B3,S5,10/26/2017,2017,10,EV0,AF,0.667157059
CTE,B3,s5,8/6/2021,2021,8,EV-2,AF,0.137943558
CTE,B3,s5,8/6/2021,2021,8,EV-4,AF,0.075335499
CTE,B3,s5,8/6/2021,2021,8,EV0,AF,0.243669317
CTE,B4,1,10/27/2017,2017,10,EV-2,AF,0.388783617
CTE,B4,1,10/27/2017,2017,10,EV-4,AF,0.337137377
CTE,B4,1,10/27/2017,2017,10,EV0,AF,0.553181891
CTE,B4,1,8/6/2021,2021,8,EV-2,AF,0.085865494
CTE,B4,1,8/6/2021,2021,8,EV-4,AF,0.045425731
CTE,B4,1,8/6/2021,2021,8,EV0,AF,0.194095162
CTE,B4,4,10/27/2017,2017,10,EV-2,M,0.307985537
CTE,B4,4,10/27/2017,2017,10,EV-4,M,0.233643288
CTE,B4,4,10/27/2017,2017,10,EV0,M,0.551597204
CTE,B4,4,8/6/2021,2021,8,EV-2,AF,0.065359394
CTE,B4,4,8/6/2021,2021,8,EV-4,AF,0.038023758
CTE,B4,4,8/6/2021,2021,8,EV0,AF,0.147881867
CTE,B4,13,10/27/2017,2017,10,EV-2,M,0.665060009
CTE,B4,13,10/27/2017,2017,10,EV-4,M,0.611353221
CTE,B4,13,10/27/2017,2017,10,EV0,M,0.798168205
CTE,B4,13,8/6/2021,2021,8,EV-2,M,0.147492774
CTE,B4,13,8/6/2021,2021,8,EV-4,M,0.072749668
CTE,B4,13,8/6/2021,2021,8,EV0,M,0.344916432
CTE,B4,16,10/27/2017,2017,10,EV-2,AF,0.24932098
CTE,B4,16,10/27/2017,2017,10,EV-4,AF,0.18276076
CTE,B4,16,10/27/2017,2017,10,EV0,AF,0.449375537
CTE,B4,16,8/6/2021,2021,8,EV-2,AF,0.072713933
CTE,B4,16,8/6/2021,2021,8,EV-4,AF,0.042890265
CTE,B4,16,8/6/2021,2021,8,EV0,AF,0.14211577
CTE,B4,M,10/27/2017,2017,10,EV-2,AF,0.247017605
CTE,B4,M,10/27/2017,2017,10,EV-4,AF,0.172264112
CTE,B4,M,10/27/2017,2017,10,EV0,AF,0.378561133
CTE,B4,m,8/6/2021,2021,8,EV-2,M,0.108086359
CTE,B4,m,8/6/2021,2021,8,EV-4,M,0.051044719
CTE,B4,m,8/6/2021,2021,8,EV0,M,0.251896929
CTE,B4,S1,10/27/2017,2017,10,EV-2,AF,0.443678874
CTE,B4,S1,10/27/2017,2017,10,EV-4,AF,0.404406753
CTE,B4,S1,10/27/2017,2017,10,EV0,AF,0.54778788
CTE,B4,s1,8/6/2021,2021,8,EV-2,AF,0.05263145
CTE,B4,s1,8/6/2021,2021,8,EV-4,AF,0.023045296
CTE,B4,s1,8/6/2021,2021,8,EV0,AF,0.131914012
CTE,B4,S2,10/27/2017,2017,10,EV-2,AF,0.355040527
CTE,B4,S2,10/27/2017,2017,10,EV-4,AF,0.268885778
CTE,B4,S2,10/27/2017,2017,10,EV0,AF,0.543735345
CTE,B4,s2,8/6/2021,2021,8,EV-2,AF,0.119372469
CTE,B4,s2,8/6/2021,2021,8,EV-4,AF,0.057465422
CTE,B4,s2,8/6/2021,2021,8,EV0,AF,0.243957119
CTE,B4,S3,10/27/2017,2017,10,EV-2,AF,0.280403773
CTE,B4,S3,10/27/2017,2017,10,EV-4,AF,0.206573353
CTE,B4,S3,10/27/2017,2017,10,EV0,AF,0.461421685
CTE,B4,s3,8/6/2021,2021,8,EV-2,M,0.132398828
CTE,B4,s3,8/6/2021,2021,8,EV-4,M,0.069616674
CTE,B4,s3,8/6/2021,2021,8,EV0,M,0.279536778
CTE,B4,S4,10/27/2017,2017,10,EV-2,AF,0.24925305
CTE,B4,S4,10/27/2017,2017,10,EV-4,AF,0.166867863
CTE,B4,S4,10/27/2017,2017,10,EV0,AF,0.445828281
CTE,B4,s4,8/6/2021,2021,8,EV-2,AF,0.070499513
CTE,B4,s4,8/6/2021,2021,8,EV-4,AF,0.036953098
CTE,B4,s4,8/6/2021,2021,8,EV0,AF,0.138071107
CTE,B4,S5,10/27/2017,2017,10,EV-2,AF,0.416745989
CTE,B4,S5,10/27/2017,2017,10,EV-4,AF,0.347473956
CTE,B4,S5,10/27/2017,2017,10,EV0,AF,0.539913554
CTE,B4,s5,8/6/2021,2021,8,EV-2,AF,0.093466544
CTE,B4,s5,8/6/2021,2021,8,EV-4,AF,0.040613561
CTE,B4,s5,8/6/2021,2021,8,EV0,AF,0.223873999
CTE,C1,1,10/30/2017,2017,10,EV-2,AF,0.564066742
CTE,C1,1,10/30/2017,2017,10,EV-4,AF,0.512188826
CTE,C1,1,10/30/2017,2017,10,EV0,AF,0.720289625
CTE,C1,1,8/12/2021,2021,8,EV-2,M,0.106852334
CTE,C1,1,8/12/2021,2021,8,EV-4,M,0.04049164
CTE,C1,1,8/12/2021,2021,8,EV0,M,0.312754637
CTE,C1,4,10/30/2017,2017,10,EV-2,AF,0.403699714
CTE,C1,4,10/30/2017,2017,10,EV-4,AF,0.299576919
CTE,C1,4,10/30/2017,2017,10,EV0,AF,0.620659452
CTE,C1,4,8/12/2021,2021,8,EV-2,AF,0.06643086
CTE,C1,4,8/12/2021,2021,8,EV-4,AF,0.026914865
CTE,C1,4,8/12/2021,2021,8,EV0,AF,0.228592744
CTE,C1,13,10/30/2017,2017,10,EV-2,AF,0.543121292
CTE,C1,13,10/30/2017,2017,10,EV-4,AF,0.487088881
CTE,C1,13,10/30/2017,2017,10,EV0,AF,0.736434203
CTE,C1,13,8/12/2021,2021,8,EV-2,AF,0.096466689
CTE,C1,13,8/12/2021,2021,8,EV-4,AF,0.043798197
CTE,C1,13,8/12/2021,2021,8,EV0,AF,0.307306152
CTE,C1,16,10/30/2017,2017,10,EV-2,AF,0.560437946
CTE,C1,16,10/30/2017,2017,10,EV-4,AF,0.491372042
CTE,C1,16,10/30/2017,2017,10,EV0,AF,0.714943032
CTE,C1,16,8/12/2021,2021,8,EV-2,AF,0.087022477
CTE,C1,16,8/12/2021,2021,8,EV-4,AF,0.044605469
CTE,C1,16,8/12/2021,2021,8,EV0,AF,0.175715363
CTE,C1,m,10/30/2017,2017,10,EV-2,AF,0.527400726
CTE,C1,m,10/30/2017,2017,10,EV-4,AF,0.43365074
CTE,C1,m,10/30/2017,2017,10,EV0,AF,0.705036886
CTE,C1,m,8/12/2021,2021,8,EV-2,AF,0.069267968
CTE,C1,m,8/12/2021,2021,8,EV-4,AF,0.033497214
CTE,C1,m,8/12/2021,2021,8,EV0,AF,0.194439656
CTE,C1,s1,10/30/2017,2017,10,EV-2,M,0.669993931
CTE,C1,s1,10/30/2017,2017,10,EV-4,M,0.600899281
CTE,C1,s1,10/30/2017,2017,10,EV0,M,0.824511538
CTE,C1,s1,8/12/2021,2021,8,EV-2,AF,0.112421406
CTE,C1,s1,8/12/2021,2021,8,EV-4,AF,0.071396655
CTE,C1,s1,8/12/2021,2021,8,EV0,AF,0.245434169
CTE,C1,s2,10/30/2017,2017,10,EV-2,M,0.480233809
CTE,C1,s2,10/30/2017,2017,10,EV-4,M,0.360082341
CTE,C1,s2,10/30/2017,2017,10,EV0,M,0.762908053
CTE,C1,s2,8/12/2021,2021,8,EV-2,M,0.087214167
CTE,C1,s2,8/12/2021,2021,8,EV-4,M,0.050315675
CTE,C1,s2,8/12/2021,2021,8,EV0,M,0.184914949
CTE,C1,s3,10/30/2017,2017,10,EV-2,M,0.656029125
CTE,C1,s3,10/30/2017,2017,10,EV-4,M,0.558816806
CTE,C1,s3,10/30/2017,2017,10,EV0,M,0.83592405
CTE,C1,s3,8/12/2021,2021,8,EV-2,AF,0.044099692
CTE,C1,s3,8/12/2021,2021,8,EV-4,AF,0.022796355
CTE,C1,s3,8/12/2021,2021,8,EV0,AF,0.144744702
CTE,C1,s4,10/30/2017,2017,10,EV-2,AF,0.504166002
CTE,C1,s4,10/30/2017,2017,10,EV-4,AF,0.407126584
CTE,C1,s4,10/30/2017,2017,10,EV0,AF,0.734832381
CTE,C1,s4,8/12/2021,2021,8,EV-2,AF,0.060864852
CTE,C1,s4,8/12/2021,2021,8,EV-4,AF,0.036911315
CTE,C1,s4,8/12/2021,2021,8,EV0,AF,0.105696685
CTE,C1,s5,10/30/2017,2017,10,EV-2,AF,0.549442992
CTE,C1,s5,10/30/2017,2017,10,EV-4,AF,0.481576078
CTE,C1,s5,10/30/2017,2017,10,EV0,AF,0.735740249
CTE,C1,s5,8/12/2021,2021,8,EV-2,AF,0.060012393
CTE,C1,s5,8/12/2021,2021,8,EV-4,AF,0.035381725
CTE,C1,s5,8/12/2021,2021,8,EV0,AF,0.207623742
CTE,C2,1,11/1/2017,2017,11,EV-2,AF,0.38229243
CTE,C2,1,11/1/2017,2017,11,EV-4,AF,0.313315167
CTE,C2,1,11/1/2017,2017,11,EV0,AF,0.597417977
CTE,C2,1,8/12/2021,2021,8,EV-2,AF,0.073366296
CTE,C2,1,8/12/2021,2021,8,EV-4,AF,0.027694479
CTE,C2,1,8/12/2021,2021,8,EV0,AF,0.219639093
CTE,C2,4,10/31/2017,2017,10,EV-2,AF,0.435537222
CTE,C2,4,10/31/2017,2017,10,EV-4,AF,0.368619786
CTE,C2,4,10/31/2017,2017,10,EV0,AF,0.614878148
CTE,C2,4,8/12/2021,2021,8,EV-2,M,0.118399517
CTE,C2,4,8/12/2021,2021,8,EV-4,M,0.057215192
CTE,C2,4,8/12/2021,2021,8,EV0,M,0.296845189
CTE,C2,13,10/31/2017,2017,10,EV-2,AF,0.746619008
CTE,C2,13,10/31/2017,2017,10,EV-4,AF,0.718083469
CTE,C2,13,10/31/2017,2017,10,EV0,AF,0.829042926
CTE,C2,13,8/12/2021,2021,8,EV-2,AF,0.084528882
CTE,C2,13,8/12/2021,2021,8,EV-4,AF,0.046657063
CTE,C2,13,8/12/2021,2021,8,EV0,AF,0.195416225
CTE,C2,16,10/31/2017,2017,10,EV-2,M,0.522288345
CTE,C2,16,10/31/2017,2017,10,EV-4,M,0.406390248
CTE,C2,16,10/31/2017,2017,10,EV0,M,0.781044653
CTE,C2,16,8/9/2021,2021,8,EV-2,AF,0.03879613
CTE,C2,16,8/9/2021,2021,8,EV-4,AF,0.018879463
CTE,C2,16,8/9/2021,2021,8,EV0,AF,0.129182698
CTE,C2,m,11/1/2017,2017,11,EV-2,AF,0.328856478
CTE,C2,m,11/1/2017,2017,11,EV-4,AF,0.278264406
CTE,C2,m,11/1/2017,2017,11,EV0,AF,0.481289358
CTE,C2,m,8/12/2021,2021,8,EV-2,AF,0.155926256
CTE,C2,m,8/12/2021,2021,8,EV-4,AF,0.086775942
CTE,C2,m,8/12/2021,2021,8,EV0,AF,0.393892084
CTE,C2,s1,10/31/2017,2017,10,EV-2,M,0.541664965
CTE,C2,s1,10/31/2017,2017,10,EV-4,M,0.453782905
CTE,C2,s1,10/31/2017,2017,10,EV0,M,0.766137357
CTE,C2,s1,8/12/2021,2021,8,EV-2,M,0.159432529
CTE,C2,s1,8/12/2021,2021,8,EV-4,M,0.087563274
CTE,C2,s1,8/12/2021,2021,8,EV0,M,0.398557649
CTE,C2,s2,10/31/2017,2017,10,EV-2,AF,0.527526984
CTE,C2,s2,10/31/2017,2017,10,EV-4,AF,0.468480788
CTE,C2,s2,10/31/2017,2017,10,EV0,AF,0.723937325
CTE,C2,s2,8/12/2021,2021,8,EV-2,AF,0.12259598
CTE,C2,s2,8/12/2021,2021,8,EV-4,AF,0.077759799
CTE,C2,s2,8/12/2021,2021,8,EV0,AF,0.18803275
CTE,C2,s3,10/31/2017,2017,10,EV-2,AF,0.459248061
CTE,C2,s3,10/31/2017,2017,10,EV-4,AF,0.390253587
CTE,C2,s3,10/31/2017,2017,10,EV0,AF,0.696700338
CTE,C2,s3,8/9/2021,2021,8,EV-2,AF,0.07368066
CTE,C2,s3,8/9/2021,2021,8,EV-4,AF,0.037835959
CTE,C2,s3,8/9/2021,2021,8,EV0,AF,0.205666164
CTE,C2,s4,10/31/2017,2017,10,EV-2,AF,0.684026484
CTE,C2,s4,10/31/2017,2017,10,EV-4,AF,0.638892017
CTE,C2,s4,10/31/2017,2017,10,EV0,AF,0.769955378
CTE,C2,s4,8/12/2021,2021,8,EV-2,AF,0.072413305
CTE,C2,s4,8/12/2021,2021,8,EV-4,AF,0.036589923
CTE,C2,s4,8/12/2021,2021,8,EV0,AF,0.249652206
CTE,C2,s5,10/31/2017,2017,10,EV-2,AF,0.4610428
CTE,C2,s5,10/31/2017,2017,10,EV-4,AF,0.40774482
CTE,C2,s5,10/31/2017,2017,10,EV0,AF,0.623207514
CTE,C2,s5,8/9/2021,2021,8,EV-2,AF,0.057565276
CTE,C2,s5,8/9/2021,2021,8,EV-4,AF,0.024591068
CTE,C2,s5,8/9/2021,2021,8,EV0,AF,0.193636276
CTE,C3,1,11/2/2017,2017,11,EV-2,M,0.691304537
CTE,C3,1,11/2/2017,2017,11,EV-4,M,0.622454083
CTE,C3,1,11/2/2017,2017,11,EV0,M,0.860208932
CTE,C3,1,8/9/2021,2021,8,EV-2,AF,0.056215864
CTE,C3,1,8/9/2021,2021,8,EV-4,AF,0.026039256
CTE,C3,1,8/9/2021,2021,8,EV0,AF,0.169675542
CTE,C3,4,11/2/2017,2017,11,EV-2,AF,0.585447248
CTE,C3,4,11/2/2017,2017,11,EV-4,AF,0.548813452
CTE,C3,4,11/2/2017,2017,11,EV0,AF,0.729688863
CTE,C3,4,8/9/2021,2021,8,EV-2,AF,0.121562477
CTE,C3,4,8/9/2021,2021,8,EV-4,AF,0.063959184
CTE,C3,4,8/9/2021,2021,8,EV0,AF,0.223438662
CTE,C3,13,11/2/2017,2017,11,EV-2,AF,0.674080256
CTE,C3,13,11/2/2017,2017,11,EV-4,AF,0.623644536
CTE,C3,13,11/2/2017,2017,11,EV0,AF,0.794380273
CTE,C3,13,8/9/2021,2021,8,EV-2,AF,0.094752104
CTE,C3,13,8/9/2021,2021,8,EV-4,AF,0.046146203
CTE,C3,13,8/9/2021,2021,8,EV0,AF,0.200428546
CTE,C3,16,11/2/2017,2017,11,EV-2,M,0.418939729
CTE,C3,16,11/2/2017,2017,11,EV-4,M,0.341696036
CTE,C3,16,11/2/2017,2017,11,EV0,M,0.606656751
CTE,C3,16,8/9/2021,2021,8,EV-2,AF,0.074750241
CTE,C3,16,8/9/2021,2021,8,EV-4,AF,0.022121109
CTE,C3,16,8/9/2021,2021,8,EV0,AF,0.256063436
CTE,C3,m,11/2/2017,2017,11,EV-2,AF,0.462695904
CTE,C3,m,11/2/2017,2017,11,EV-4,AF,0.384270787
CTE,C3,m,11/2/2017,2017,11,EV0,AF,0.655919475
CTE,C3,m,8/9/2021,2021,8,EV-2,AF,0.080630722
CTE,C3,m,8/9/2021,2021,8,EV-4,AF,0.045953344
CTE,C3,m,8/9/2021,2021,8,EV0,AF,0.151116268
CTE,C3,s1,11/2/2017,2017,11,EV-2,M,0.458306404
CTE,C3,s1,11/2/2017,2017,11,EV-4,M,0.368182721
CTE,C3,s1,11/2/2017,2017,11,EV0,M,0.658831111
CTE,C3,s1,8/9/2021,2021,8,EV-2,AF,0.069493591
CTE,C3,s1,8/9/2021,2021,8,EV-4,AF,0.036820065
CTE,C3,s1,8/9/2021,2021,8,EV0,AF,0.15430582
CTE,C3,s2,11/2/2017,2017,11,EV-2,AF,0.477032334
CTE,C3,s2,11/2/2017,2017,11,EV-4,AF,0.413370431
CTE,C3,s2,11/2/2017,2017,11,EV0,AF,0.637530325
CTE,C3,s2,8/9/2021,2021,8,EV-2,M,0.097230922
CTE,C3,s2,8/9/2021,2021,8,EV-4,M,0.045931093
CTE,C3,s2,8/9/2021,2021,8,EV0,M,0.45561694
CTE,C3,s3,11/2/2017,2017,11,EV-2,AF,0.464019931
CTE,C3,s3,11/2/2017,2017,11,EV-4,AF,0.346125414
CTE,C3,s3,11/2/2017,2017,11,EV0,AF,0.696542851
CTE,C3,s3,8/9/2021,2021,8,EV-2,AF,0.094623937
CTE,C3,s3,8/9/2021,2021,8,EV-4,AF,0.064616869
CTE,C3,s3,8/9/2021,2021,8,EV0,AF,0.143021771
CTE,C3,s4,11/2/2017,2017,11,EV-2,AF,0.589842824
CTE,C3,s4,11/2/2017,2017,11,EV-4,AF,0.536648733
CTE,C3,s4,11/2/2017,2017,11,EV0,AF,0.72353885
CTE,C3,s4,8/9/2021,2021,8,EV-2,AF,0.085588624
CTE,C3,s4,8/9/2021,2021,8,EV-4,AF,0.051603572
CTE,C3,s4,8/9/2021,2021,8,EV0,AF,0.222899307
CTE,C3,s5,11/2/2017,2017,11,EV-2,AF,0.336302073
CTE,C3,s5,11/2/2017,2017,11,EV-4,AF,0.285319093
CTE,C3,s5,11/2/2017,2017,11,EV0,AF,0.481465233
CTE,C3,s5,8/9/2021,2021,8,EV-2,M,0.053241028
CTE,C3,s5,8/9/2021,2021,8,EV-4,M,0.028149105
CTE,C3,s5,8/9/2021,2021,8,EV0,M,0.125856238
CTE,C4,1,11/1/2017,2017,11,EV-2,M,0.71411119
CTE,C4,1,11/1/2017,2017,11,EV-4,M,0.66622383
CTE,C4,1,11/1/2017,2017,11,EV0,M,0.861063771
CTE,C4,1,8/9/2021,2021,8,EV-2,AF,0.039994786
CTE,C4,1,8/9/2021,2021,8,EV-4,AF,0.017222613
CTE,C4,1,8/9/2021,2021,8,EV0,AF,0.128127548
CTE,C4,4,11/1/2017,2017,11,EV-2,AF,0.546459487
CTE,C4,4,11/1/2017,2017,11,EV-4,AF,0.466750991
CTE,C4,4,11/1/2017,2017,11,EV0,AF,0.686681974
CTE,C4,4,8/9/2021,2021,8,EV-2,M,0.158209951
CTE,C4,4,8/9/2021,2021,8,EV-4,M,0.074646649
CTE,C4,4,8/9/2021,2021,8,EV0,M,0.501603576
CTE,C4,13,11/1/2017,2017,11,EV-2,M,0.696211376
CTE,C4,13,11/1/2017,2017,11,EV-4,M,0.603613945
CTE,C4,13,11/1/2017,2017,11,EV0,M,0.827164173
CTE,C4,13,8/9/2021,2021,8,EV-2,AF,0.074419429
CTE,C4,13,8/9/2021,2021,8,EV-4,AF,0.04564571
CTE,C4,13,8/9/2021,2021,8,EV0,AF,0.181381436
CTE,C4,16,11/1/2017,2017,11,EV-2,M,0.764250979
CTE,C4,16,11/1/2017,2017,11,EV-4,M,0.699066295
CTE,C4,16,11/1/2017,2017,11,EV0,M,0.886108979
CTE,C4,16,8/9/2021,2021,8,EV-2,AF,0.059516626
CTE,C4,16,8/9/2021,2021,8,EV-4,AF,0.019782278
CTE,C4,16,8/9/2021,2021,8,EV0,AF,0.261335673
CTE,C4,m,11/1/2017,2017,11,EV-2,AF,0.688397386
CTE,C4,m,11/1/2017,2017,11,EV-4,AF,0.648186453
CTE,C4,m,11/1/2017,2017,11,EV0,AF,0.807667393
CTE,C4,m,8/9/2021,2021,8,EV-2,AF,0.053452487
CTE,C4,m,8/9/2021,2021,8,EV-4,AF,0.033365315
CTE,C4,m,8/9/2021,2021,8,EV0,AF,0.125810458
CTE,C4,s1,11/1/2017,2017,11,EV-2,AF,0.638098278
CTE,C4,s1,11/1/2017,2017,11,EV-4,AF,0.565003001
CTE,C4,s1,11/1/2017,2017,11,EV0,AF,0.787088696
CTE,C4,s1,8/9/2021,2021,8,EV-2,M,0.081935017
CTE,C4,s1,8/9/2021,2021,8,EV-4,M,0.039797709
CTE,C4,s1,8/9/2021,2021,8,EV0,M,0.23761257
CTE,C4,s2,11/1/2017,2017,11,EV-2,M,0.675978165
CTE,C4,s2,11/1/2017,2017,11,EV-4,M,0.580194694
CTE,C4,s2,11/1/2017,2017,11,EV0,M,0.88885425
CTE,C4,s2,8/9/2021,2021,8,EV-2,AF,0.141461941
CTE,C4,s2,8/9/2021,2021,8,EV-4,AF,0.088831476
CTE,C4,s2,8/9/2021,2021,8,EV0,AF,0.239797894
CTE,C4,s3,11/1/2017,2017,11,EV-2,AF,0.622982408
CTE,C4,s3,11/1/2017,2017,11,EV-4,AF,0.549736644
CTE,C4,s3,11/1/2017,2017,11,EV0,AF,0.763666519
CTE,C4,s3,8/9/2021,2021,8,EV-2,AF,0.053531418
CTE,C4,s3,8/9/2021,2021,8,EV-4,AF,0.01983243
CTE,C4,s3,8/9/2021,2021,8,EV0,AF,0.174909664
CTE,C4,s4,11/1/2017,2017,11,EV-2,AF,0.668568235
CTE,C4,s4,11/1/2017,2017,11,EV-4,AF,0.600941571
CTE,C4,s4,11/1/2017,2017,11,EV0,AF,0.789420977
CTE,C4,s4,8/9/2021,2021,8,EV-2,AF,0.05025221
CTE,C4,s4,8/9/2021,2021,8,EV-4,AF,0.02235308
CTE,C4,s4,8/9/2021,2021,8,EV0,AF,0.205524247
CTE,C4,s5,11/1/2017,2017,11,EV-2,AF,0.569944078
CTE,C4,s5,11/1/2017,2017,11,EV-4,AF,0.515720373
CTE,C4,s5,11/1/2017,2017,11,EV0,AF,0.705331844
CTE,C4,s5,8/9/2021,2021,8,EV-2,AF,0.062833524
CTE,C4,s5,8/9/2021,2021,8,EV-4,AF,0.03682561
CTE,C4,s5,8/9/2021,2021,8,EV0,AF,0.161412759
